CustGender,CustLocation,Age,CustAccountBalance
M,HOSPITAL HYDERABAD,37,12150.65
M,ANTOP HILL MUMBAI,52,173689.48
M,KHURDA,33,1392.25
F,SOHNA ROAD GURGAON,51,21874.95
F,MUMBAI,33,145527.62
M,THANE,38,16524.87
M,GURGAON,36,217019.44
M,MAHABUBNAGAR,30,1646.35
M,BHAYANDER E THANE,36,716.08
M,MANGALORE,49,117258.78
M,VIRAR,45,25018.65
M,UNJHA,34,42588.3
M,BARIATU ROAD RANCHI RANCHI,46,12547.84
M,DELHI,84,188981.3
F,STATION DELHI,36,13674.34
M,BANGALORE,56,879.09
M,NEW DELHI,58,39131.01
M,GHAZIABAD,43,65662.47
F,MANGALORE,35,69682.13
M,MOHALI,37,63.5
M,NEW DELHI,37,28443.32
M,HYDERABAD,41,26.9
F,MEERUT,33,3808.49
F,NEW DELHI,32,15051.47
M,BHUJ,40,946.52
M,NOIDA,44,25632.75
F,MADURAI,29,3786.09
M,AMBATHUR CHENNAI,39,19394.32
M,BANGALORE,30,6.06
M,AGRA,28,17.79
M,NEW DELHI,33,3064.76
F,GURGAON,31,266.64
M,FARIDABAD,31,5102.12
M,GREATER NOIDA,41,21258.68
M,GHAZIABAD,42,5.74
M,SAHARANPUR,35,10056.34
M,NEW DELHI,37,4.14
M,CHENNAI,37,494.02
M,NOIDA,32,90460.69
M,HYDERABAD,41,528.36
M,KARIMNAGAR,40,15683.15
F,NEW DELHI,68,0.0
M,NASHIK,31,31078.04
M,DEOLI,48,4475.7
F,DELHI,31,52041.7
M,BANGALORE,33,9851.8
F,NOIDA,31,6712.15
M,PARGANAS,33,496.65
M,BULANDSHAHR,37,1116.79
M,WARANGAL,30,128506.27
F,BANGALORE,33,36400.6
M,ALLAHABAD,29,607.35
M,MUMBAI,71,2950.81
M,THANE,36,6786.55
F,DELHI,36,7327.71
M,PAONTA SAHIB,44,16829.88
M,GHAZIABAD,44,56473.04
F,CHENNAI,32,814.39
M,AHMEDABAD,37,471348.34
M,NOIDA,35,2741.25
M,THIRUVALLUR DT,26,3216.13
M,NEW DELHI,41,3649.78
M,BANGALORE,41,39.57
M,MUMBAI,39,17942.06
F,STORE NEEM KA THANA,39,15.39
M,SRIPERUMBUDUR,27,705.56
M,PUNE,26,323.76
M,JORHAT,36,310.46
M,NEW DELHI,74,599493.57
M,BANGALORE,35,638.94
M,BHAVNAGAR,32,3545.24
M,MUMBAI,44,149275.32
M,CHENNAI,35,18.64
M,NEW DELHI,63,320.59
F,DEALERS SHOP KAVERY NGR BANGALORE,72,43011.72
M,LUDHIANA,33,13059.31
M,SOLAN,36,1258.32
M,BANGALORE,31,39600.45
F,MUMBAI,35,94490.16
M,MUMBAI,55,16870.74
F,NOIDA,35,451.63
M,KHUSKHERA,41,50071.01
M,DELHI,58,13987.56
M,CHENNAI,60,333801.03
F,BANGALORE,38,14955.7
M,NEW DELHI,30,32913.51
M,NORTH 24 PARGANAS,39,69616.03
M,SRIPERUMBUDUR,31,4174.17
M,BARIATU ROAD RANCHI RANCHI,47,4397.56
F,KANGRA,33,3006.08
M,DELHI,37,34016.84
M,THANE (W) THANE,34,84.83
F,AMRITSAR,44,9520.87
M,ANDHERI EAST SAKINAKA MUMBAI,32,51.05
M,RUDRAPUR,32,30000.01
M,BANGALORE,48,1717.33
M,VADODARA,33,142.07
M,REWARI,48,12070.84
M,GWALIOR,41,35579.82
F,PANVEL,31,13.58
M,AURANGABAD,34,1007.37
M,ANJAR,37,2810.91
M,NOIDA,36,65304.42
M,BHOPAL,34,245619.4
M,THANE,31,501.2
F,TALEGAON DABHADE,38,384.18
M,NEW DELHI,45,81184.22
M,GURGAON,29,27579.1
M,BANGALORE,36,140.68
M,GURGAON,38,21915.61
M,NEW DELHI,41,26006.18
M,DIMAPUR,27,123.51
M,BILASPUR,33,555.86
M,NEW DELHI,39,5095.77
M,THANE,46,201024.61
M,LUCKNOW,33,362.3
M,MORENA,31,710.99
M,SIVAGANGAI,30,95.65
M,RAJAHMUNDRY,43,11637.24
M,SAMBA,45,18542.2
F,NEW DELHI,32,123363.43
M,BHIWADI,38,6962.52
M,NORTH 24 PARGANAS,27,0.28
F,SURAT,30,46274.81
M,FAIZABAD,29,2.29
M,GHAZIABAD,35,48756.29
M,NEW DELHI,34,2950.96
F,GORAYA,32,136239.64
M,DELHI,33,12213.04
M,SHARJAH,65,2294927.83
M,DUBAI,36,6.97
M,DEHRADUN,33,511.0
F,GHATKOPAR(W) MUMBAI,36,11680.29
F,KOCHI,31,11.0
M,DUBAI,47,12267.22
F,GUNTUR,33,25658.81
M,NAGPUR,38,38714.72
M,WEST SO MUMBAI,35,36342.24
M,AMRITSAR,58,18579.18
M,HOOGHLY,39,100672.74
F,GHAZIABAD,46,428050.51
F,SABARKANTHA,32,462.58
M,GURDASPUR,32,15157.82
F,HYDERABAD,34,38723.33
M,NEW DELHI,58,19564.16
M,KANPUR,37,22232.34
M,MUMBAI,41,10842.54
M,GURGAON,32,79050.05
M,PUNE,36,0.0
M,NEW DELHI,37,105009.57
M,PUNE,45,12.96
F,BANGALORE,40,9517.5
M,BAHADURGARH,55,16309.58
M,NEW DELHI,37,65268.72
F,GURGAON,61,330049.33
M,MUMBAI,37,14662.39
M,CHENNAI,38,10437.95
M,RAJPURA,45,20990.48
M,RAJKOT,68,23373.26
M,HYDERABAD,40,151977.97
F,MUMBAI,70,6658.26
M,KOTA,51,13517.25
M,KALKA,29,31050.97
F,WAYANAD,34,74.86
M,DURG,42,442.73
M,MUMBAI,32,64.43
M,ALIGARH,32,718.96
M,NADIA,45,28240.13
M,MUMBAI,33,9052.14
M,MUMBAI,30,15.91
M,NOKHA,30,10842.06
M,GURGAON,38,33111.21
M,AHMEDABAD,44,63635.35
M,MUMBAI,31,71.2
M,BONGAIGAON,37,54.13
F,BANGALORE,38,3339738.84
F,HOWRAH,66,144675.26
M,MARGAO,46,15149.53
M,BHILAI,35,35795.42
M,DELHI,65,370141.34
M,AMBALA,49,6895.22
F,GURGAON,29,2238.88
M,KATNI,28,35778.14
F,DELHI,39,48117.01
M,PRATAPGARH,40,1353.11
M,UNA,24,48796.77
M,CHENNAI,56,16765.66
M,UDAIPUR,38,1339.4
M,REWARI,31,92.03
M,CHENNAI,36,240.56
F,AGRA,41,73070.57
M,HYDERABAD,34,100605.86
M,RAJKOT,34,54713.03
M,SRIPRUMBUDUR,47,7603.55
M,RISHIKESH,36,4722.38
F,CUDDAPAH,30,32.91
M,BANGALORE,37,1115.6
F,KOLKATA,42,10146.65
M,CANDOLIM BARDEZ,32,10948.12
M,THANE,31,38.94
M,NEW DELHI,38,849690.77
M,NAVI MUMBAI,39,72.69
M,KARNAL,37,10108.13
M,DELHI,3,66905.92
M,ROAD SAKINAKA MUMBAI,48,12203.64
M,REWARI,30,657.04
F,JAIPUR,47,26503.23
F,KALYAN,47,32092.74
M,NOKHA,41,4690.15
M,BHILAI,42,227768.83
M,GURGAON,39,68.3
M,WARANGAL,39,3134.31
M,HYDERABAD,31,746.02
F,MANGALORE,34,25022.68
F,DELHI,62,15038.97
M,VISHAKHAPATNAM,43,26750.18
M,DELHI,48,494498.88
M,PRATAPGARH,42,4371.84
M,CHENNAI,47,46081.11
M,KOLKATA,33,11696.62
M,AHMEDABAD,43,62780.94
M,BANGALORE,51,2595.21
M,JAIPUR,34,5.1
M,AHMEDABAD,54,323198.54
F,GUWAHATI,57,29449.17
M,MUMBAI,40,1017.51
M,JAIPUR,36,223109.09
M,THANE,39,5020.69
F,LUDHIANA,35,22420.71
M,CHANDIGARH,3,18952.79
M,MEHSANA,35,14630.74
M,PATIALA,33,548.37
M,NEW DELHI,31,132136.28
M,SIGNAL SION (E) MUMBAI,47,44891.07
F,GURGAON,36,74494.33
M,INDORE,45,25456.23
M,RUDRAPUR,41,6.4
M,NAVI MUMBAI,37,55.24
M,MUMBAI,50,48113.8
M,JAMMU,33,50047.51
M,KOLKATA,35,1449525.84
M,BANGALORE,37,55328.28
M,HYDERABAD,37,108.07
M,BANGALORE,41,17030.47
M,DELHI,51,2975.91
M,CHENNAI,47,2221.21
M,BANGALORE,39,16207.4
F,DHURWA,43,45456.67
M,VAPI,32,20875.3
M,GURGAON,30,37030.85
M,MUMBAI,34,4648.43
M,UDAIPUR,38,20080.31
M,PRABHADEVI  KHED GULLY MUMBAI,44,145077.27
M,AHMEDABAD,42,75.79
F,RAJARHAT KOLKATA,35,24165.73
M,VISAKHAPATNAM,43,901.98
M,BANGALORE,34,9214.37
F,JIND,30,1546.2
M,NELLORE,35,5.93
M,KARNAL,35,6826.22
M,FARIDABAD,59,254415.74
M,BINA,35,43517.88
M,CHENNAI,43,1064628.24
M,KOLKATA,45,9346.11
M,THANE,45,10532.34
M,ALIGARH,35,88.86
M,GURGAON,36,464750.06
M,KOLKATA,48,184909.1
F,NEW DELHI,79,374.47
F,MUMBAI,26,220153.2
M,MUMBAI,54,108885.14
M,AMRITSAR,39,45527.27
F,MORADABAD,29,37522.82
F,GURGAON,35,66915.85
M,NEW DELHI,37,2859.82
M,LUDHIANA,31,22184.56
M,DELHI,38,7645.67
F,MUMBAI,36,15986.28
M,HYDERABAD,43,281491.64
M,MUMBAI,40,50.67
F,NALGONDA,33,8304.81
M,MUMBAI,34,23051.68
F,THANE,34,33968.38
M,GURGAON,45,7237.93
M,CARMONA,31,732.78
M,CHENNAI,50,457.59
F,DELHI,34,44596.6
M,SURAT,52,2248.58
M,BENGALURU,30,0.08
M,GURGAON,27,62.68
F,CIRCLE ITANAGAR,39,82687.32
F,ZIRAKPUR,33,32081.74
M,REWARI,29,34356.82
M,KANGRA,45,7485.6
M,PUNE,35,415727.01
M,GURGAON,33,2.9
M,DELHI,44,0.01
M,NAVI MUMBAI,47,357479.78
M,THANE,42,43741.07
F,SILCHAR,47,2161.55
M,SONEPAT,42,6174.08
M,AHMEDABAD,39,63715.57
M,NEW DELHI,33,82.56
M,BARSHI,41,36871.8
M,NOIDA,33,11756.51
F,BANGALORE,33,24.95
F,GURGAON,31,15069.93
F,BADDI,60,129990.78
M,STOP KOLKATA,45,14788.35
M,MUMBAI,36,0.7
M,NOIDA,41,177692.73
M,NEW DELHI,34,39.55
M,DEHRADUN,42,27602.9
M,CHANDIGARH,38,801.82
M,RANCHI,69,128854.5
F,PURI,76,332.35
M,GURGAON,33,30148.12
M,JALANDHAR,37,23701.94
M,FARIDABAD,38,13601.28
M,DELHI,33,15566.79
M,PUNE,34,14038.46
F,PANCHKULA,35,17.14
M,BAMBOLIM,42,13780.48
M,ERNAKULAM,75,562970.29
M,ALWAR,39,884.56
M,REWARI,36,10982.63
M,NEW DELHI,38,39.77
M,KARNAL,49,610.3
M,KANKINARA,31,28046.83
F,RANCHI,32,10201.62
M,RUDRAPUR,39,10263.9
F,ROAD RAJKOT,37,23350.16
M,DELHI,43,63224.2
F,SILVASSA,44,409.93
F,FAZILKA,31,32568.26
M,HYDERABAD,37,8.21
M,RUDRAPUR,39,2369.81
F,JAIPUR,34,35169.57
M,NEW DELHI,40,20425.92
F,GURGAON,51,33842.06
M,DELHI,28,955.65
M,NEW DELHI,38,29006.35
M,MUMBAI,31,5235.57
M,TALEGAON DABHADE,30,6091.31
M,BHUBANESHWAR,54,111220.14
M,GURGAON,45,364437.47
M,PAONTA SAHIB,58,0.0
M,LUCKNOW,63,11403.89
M,THANE,44,167.52
M,HYDERABAD,38,75494.28
F,PANCHKULA,59,2620.33
F,MUMBAI,35,1111.83
M,AURANGABAD,31,3629.65
F,GURGAON,31,270.45
M,JODHPUR,50,134.68
M,SRINAGAR,73,68690.89
F,DELHI,32,18743.92
M,SOUTH 24 PARGANAS,37,89186.52
M,PATNA,50,50610.88
M,HOSHANGABAD ITARSI,34,815017.84
M,AMRITSAR,38,5453.46
F,DELHI,22,10241.93
F,MANDI,40,14741.11
M,THANE,60,16895.58
M,CHANDIGARH,37,28458.34
M,BANGALORE,32,61.75
F,JAMSHEDPUR,76,632198.17
M,BANGALORE,57,1980.75
M,DELHI,40,256.03
M,CHENNAI,28,333.26
F,AGARTALA,71,75670.01
M,PRAKASAM,34,899.84
M,PANIPAT,41,13362.16
M,MUMBAI,36,3111.26
F,ZIRAKPUR,43,15716.96
M,MUMBAI,34,154973.39
M,NOIDA,36,599.61
M,KOLKATA,36,492.69
F,MUMBAI,33,5357.3
M,BANDRA-E MUMBAI,35,150.64
M,PONDICHERRY,63,234069.54
F,SRINAGAR,42,413108.51
F,CHEMBIKULAM,30,296.45
F,CHENNAI,38,14486.5
M,NEW DELHI,49,7076.43
M,MUSSOORIE,37,38520.75
M,PUNE,39,63582.83
M,MALAPPURAM,39,4957.97
F,JALANDHAR,30,10.14
M,MUMBAI,39,80.55
M,MOHALI,45,495.99
M,GUWAHATI,40,17885.56
M,HOSUR,30,90.34
M,NANDED,45,40274.58
M,MUMBAI,51,234699.04
M,HARIDWAR,34,48918.22
M,MORADABAD,75,29560.76
M,TRIVANDRUM,40,24960.15
F,HYDERABAD,36,28693.94
M,PONNERI,41,15679.05
M,MUMBAI,42,176532.08
M,NEW DELHI,43,27522.81
M,KANCHEEPURAM,38,420760.01
F,THANE,33,36878.39
M,MEERUT,24,6371.49
M,KANPUR,67,18474.07
M,BARAMATI,33,23154.86
M,NEW DELHI,44,32715.13
M,RAJPURA,35,4646.35
F,BANGALORE,33,16146.59
M,DOMBIVALI EAST,42,69468.81
M,DELHI,39,8546.6
M,THANE,38,9805.95
M,CHENNAI,41,578.72
M,BANGALORE,32,1240.91
M,TOONGABBIE,36,12557.58
F,DEHRADUN,32,34850.55
M,NEW DELHI,32,156816.38
M,PANIPAT,38,9517.75
F,MUMBAI,35,271198.8
F,NEW DELHI,32,3629.41
F,JAMSHEDPUR,30,11265.98
M,TRIVANDRUM,58,722.05
F,ZIRAKPUR,66,37673.49
M,GHAZIABAD,30,5616.9
M,KADAPA,42,19555.2
M,MUMBAI,43,17821.34
M,GURGAON,48,260369.07
M,KOTA,46,19850.19
M,NEW DELHI,32,6517.01
M,GURGAON,38,149116.99
M,NEW DELHI,61,882198.55
M,CHENNAI,31,3715.29
M,JALANDHAR,41,17222.18
F,JALANDHAR,28,123.52
M,MUMBAI,39,41050.66
F,NEW DELHI,35,165974.43
M,NEW DELHI,34,35307.27
M,KANPUR DEHAT,36,12570.11
F,DEHRADUN,32,3222.45
F,JAIPUR,31,4969.83
M,FARIDABAD,34,126.68
M,MANAMA,48,1366693.37
M,PURULIYA,31,1049.46
M,BANGALORE,44,3322.89
M,MUMBAI,39,44952.66
M,GURGAON,34,6026.44
M,BANGALORE,34,50055.16
F,DELHI,35,368.62
M,HYDERABAD,34,377.66
M,CHENNAI,35,259.11
M,WARANGAL,51,22.13
F,NEW DELHI,29,12481.3
F,KHARAR,36,80.75
F,FARIDABAD,32,13636.08
F,MHOW,38,25000.0
M,VADODARA,46,702260.47
M,GURGAON,45,2324.25
F,PUNE,64,25000.01
M,JIND,39,77736.07
F,MUMBAI,43,3819.91
M,JODHPUR,74,31309.33
M,CHANDIGARH,53,36514.13
M,FARIDABAD,71,8021.39
M,PATIALA,66,1806255.94
M,JAIPUR,29,132.11
M,NOIDA,37,7573.1
M,CHANDIGARH,33,59421.73
F,FATEHPUR,33,9866.44
F,GURGAON,33,47.6
M,GURGAON,34,4812.71
F,CHANDIGARH,47,5177.03
M,SANAND,34,163.85
M,GURGAON,39,317.07
M,GURGAON,39,30396.48
M,KOLKATA,37,29543.04
M,NEW DELHI,49,101093.2
F,GORAKHPUR,38,434165.0
M,GREATER NOIDA,41,681.75
F,PUNE,43,848.25
F,GURGAON,32,37068.88
M,GHAZIABAD,69,111683.59
M,BHOPAL,40,75.7
M,PURI,44,483.12
M,DELHI,34,7557.52
F,BAHADURGARH,44,7249.11
M,VADODARA,60,0.0
M,NEW DELHI,72,15781.13
M,KRISHNAGIRI,36,105.65
F,GURGAON,32,827.93
M,GURGAON,36,135794.19
F,MUMBAI,34,42759.44
M,JODHPUR,27,51363.18
M,BHAVNAGAR,38,6581.02
M,DEORIA,30,0.0
M,MUMBAI,37,252738.42
M,AJMER,26,415.5
M,AGRA,42,11983.1
M,PRATAPGARH,43,9978.23
M,NEW DELHI,38,0.91
M,NAVI MUMBAI,67,77958.94
F,BELGAUM,33,247674.71
M,HOSUR,82,31177.28
M,SALALAH,34,141100.42
M,NEW DELHI,27,14932.14
F,BANGALORE,36,13882.14
M,THANE,42,47860.41
F,MUMBAI,65,256309.87
M,AHMEDABAD,42,28588.35
M,DURGAPUR,30,8806.29
M,NEW DELHI,38,33423.9
M,NOIDA,36,58.12
M,VADODARA,38,18.95
M,GURGAON,36,50.89
M,PANIPAT,29,24.62
F,NEW DELHI,52,3225.61
M,NOIDA,52,31254.42
M,DELHI,29,71.42
M,JEDDAH,63,1213974.55
F,GANDHINAGAR,78,21317.44
M,VISAKHAPATNAM,34,43.68
M,JEHANABAD,47,26215.5
M,NOIDA,34,106234.37
M,NEW DELHI,73,145891.04
F,PUNE,47,64245.13
M,BANGALORE,44,29.3
M,SRIPERUMBUDUR TALUK KANCHIPURAM,33,324.43
M,GURGAON,33,15.55
M,DEHRADUN,37,20767.82
M,KARUR DT,30,268.66
F,GURGAON,35,14163.39
M,BOKARO,30,17576.4
M,DEHRADUN,42,58907.05
M,MUMBAI,58,6689.6
M,DELHI,35,140.82
M,AHMEDABAD,49,12328.73
M,FARRUKHABAD,26,7.2
F,BANGALORE,52,53937.14
F,GUWAHATI,40,1356.04
M,GURGAON,46,68942.78
F,DELHI,31,5081.08
F,PALWAL,65,120195.22
M,GOA,40,244148.45
M,HYDERABAD,42,6504.36
M,NEW DELHI,37,5791.9
F,MUMBAI,50,20466.53
F,AHMEDABAD,32,144327.71
M,NEW DELHI,36,18081.2
M,HAPUR,32,2674.84
M,ALWAR,39,39303.37
M,VIZIANAGARAM,46,10836.1
M,PUNE,43,25559.87
M,SHARJAH,41,249140.15
M,DELHI,27,4937.74
M,SILCHAR,36,79.95
M,KOLKATA,71,26376.78
M,GURGAON,47,266291.86
F,GURGAON,40,17985.23
F,NEW DELHI,67,109.43
M,MUMBAI,47,55.66
M,AMBALA,37,42.79
M,GHAZIABAD,29,2.36
F,JABALPUR,42,132289.95
M,GHAZIABAD,50,3318.06
M,SRINAGAR,35,22741.69
M,BALLABGARH,38,22.33
M,REWARI,40,12986.02
M,BANGALORE,45,19385.24
M,MUMBAI,39,83385.37
M,KOZHIKODE,62,17325.81
M,SURAT,26,0.8
M,BAMBOLIM,29,1979.89
M,PRATAPGARH,33,21222.96
M,HYDERABAD,40,60.28
F,VIJAYAWADA,29,14548.13
F,ACRCE CLUB CHEMBUR MUMBAI,39,7547.7
M,DELHI,28,1617.21
F,GURGAON,32,20181.41
F,HOWRAH,36,82.78
F,GHAZIABAD,74,10579.84
M,GURGAON,46,12850.05
M,SURAT,44,64379.44
F,GANGTOK,33,6535.5
M,GURGAON,41,27654.41
M,KURNOOL,37,226.28
M,DEHRADUN,84,283031.87
M,DEHRADUN,68,62398.35
M,DELHI,61,244306.21
M,BANGALORE,36,750.35
M,JAIPUR,70,116407.59
M,KALYANI NAGAR PUNE,38,80781.26
M,MUMBAI,70,1051819.08
M,ANANTAPUR,37,43742.18
M,DELHI,45,144863.89
F,DELHI,38,266781.62
F,LUDHIANA,39,2071.54
M,MUMBAI,32,23554.84
F,MOHALI,39,111.5
M,NAVI MUMBAI,63,280398.78
M,MUMBAI,47,5604.16
M,GUWAHATI,23,7185.76
M,SALEM,39,8831.69
M,NAVI MUMBAI,29,7776.76
M,VADODARA,52,351081.08
M,CHANDIGARH,48,17481.97
M,TIRUPUR,33,17600.87
M,RANGAREDDI,41,750.1
F,GURGAON,48,3528.75
M,GOMEWADI,30,66512.24
M,TAL PALGHAR DIST PALGHAR,39,38.83
M,THANE,39,17570.09
M,GURGAON,51,10499.99
M,BHOPAL,35,632.23
F,KALACHOWKI MUMBAI MUMBAI,35,2.61
M,NAVI MUMBAI,60,291597.79
M,NOIDA,39,348545.46
M,NEW DELHI,39,142747.39
M,SURYAPET,56,2010.47
F,BANGALORE,51,484297.78
M,DELHI,34,4495.48
M,NAVI MUMBAI,42,37216.74
F,NOIDA,51,62916.59
M,NOIDA,33,2811.56
M,SURAT,37,5638.61
M,PATIALA,37,100059.84
F,NEW DELHI,56,50500.7
F,DELHI,48,6439.64
M,HYDERABAD,29,4903.82
M,GUWAHATI,73,35435.72
F,PANCHKULA,38,21200.63
F,GURGAON,44,275006.97
F,JAIPUR,33,57933.07
M,FARIDABAD,72,1036191.22
M,PINJORE,38,166886.42
F,JALANDHAR,38,490000.36
M,SAHARANPUR,31,2032.01
M,BANGALORE,49,2593.17
M,HALOL,35,184470.36
M,NAGAR PUNE,33,28.76
F,MUMBAI,44,204.05
M,BAHADURGARH,30,65.02
M,CHENNAI,37,47248.71
M,GURGAON,36,92.9
M,DELHI,38,317271.53
M,BANGALORE,47,45419.41
M,BEED,33,128.17
F,WEST GODAVARI,31,16.48
M,BATHINDA,30,14325.72
M,NAVI MUMBAI,33,56.54
M,BHUBANESHWAR,63,12750.59
M,KOTTAYAM,43,21586.46
F,BANGALORE,32,50066.24
M,GURGAON,43,3357.65
M,LUDHIANA,44,2876.11
M,MUMBAI,38,93849.83
M,MUMBAI,34,11559.59
M,AHMEDABAD,37,26492.76
F,SOUTH TRIPURA,29,4716.44
M,DELHI,46,9136.32
M,THANE,58,23418.81
M,DELHI,63,0.01
M,PUNE,33,1828.61
M,BANGALORE,43,541.29
M,KOLHAPUR,36,25258.42
F,AGRA,41,72111.02
M,LUDHIANA,36,1358.34
M,MUMBAI,33,98966.86
M,DELHI,32,0.37
M,DURGAPUR,79,97907.56
F,MOHALI,28,35.16
M,MUMBAI,55,350.92
M,VADODARA,47,54491.29
M,BHOPAL,59,16613.23
M,NANGAL,34,371436.1
M,DELHI,41,13.35
M,MEERUT,32,116508.28
M,CHANDIGARH,36,2.76
M,CHANDIGARH,42,7627.96
M,HYDERABAD,30,236.75
M,NEW DLEHI,46,2461.41
M,DELHI,84,54844.78
M,MUMBAI,41,10119.75
M,AHMEDABAD,47,216.78
F,JAIPUR,32,54245.67
F,PANCHKULA,34,109645.09
M,MUMBAI,34,80.89
M,BANGALORE,54,185.52
M,NEWAI,51,16965.01
M,GURGAON,51,2658.62
F,GHAZIABAD,39,105626.34
M,ALWAR,64,823936.33
M,LUDHIANA,42,11095.02
M,GUWAHATI,48,19448.39
M,JALGAON,38,85.52
F,SHIVAJINAGAR PUNE,30,1490.43
M,GHAZIABAD,31,9617.25
M,JIND,30,142.08
F,BHILAI,44,37.04
M,MUMBAI,29,8399.95
M,MUMBAI,38,2569.0
M,GURGAON,86,117814.63
M,SOLAN,34,102360.83
M,DELHI,41,93895.96
M,CHENNAI,69,0.0
M,NANI DAMAN,27,1020.58
M,MUMBAI,44,24393.71
F,DELHI,35,44917.85
M,PALAKKAD,42,11013.59
M,BANGALORE,62,31059.43
M,III BLOCK BANGALORE,38,0.42
F,DELHI,31,5207.54
M,CALANGUTE,46,5623.21
M,MUMBAI,55,66.25
M,JAMSHEDPUR,35,41108.15
M,KANGRA,33,17386.96
M,BANGALORE,27,30.11
F,GORAKHPUR,33,30930.96
M,TEZPUR,52,439.31
M,GORAKHPUR,66,858875.21
M,HYDERABAD,63,885.92
F,GURGAON,29,10853.9
M,KANGRA,33,3.29
M,LUDHIANA,38,15737.35
M,JAMMU,58,96014.23
F,BANGALORE,35,69034.35
M,GHAZIABAD,57,5253.66
M,BORIVALI (E) MUMBAI,59,40434.34
M,MUMBAI,55,14947.07
F,DELHI,42,6175.11
M,JABALPUR,64,141518.33
M,LUCKNOW,37,59.78
F,VADODARA,42,7786.34
M,PATNA,31,10808.56
M,GURGAON,31,107005.18
M,BADLAPUR WEST,44,33.84
M,BHOPAL,59,4220.78
M,GURGAON,35,7702.91
F,HOWRAH,69,99.99
M,DELHI,58,91170.81
M,BANGALORE,42,236760.07
M,MUMBAI,77,541121.99
F,LUDHIANA,34,24373.31
M,DOHA,61,936831.82
F,JABALPUR,71,426988.72
M,NOIDA,59,634005.97
M,NOUGAWAN,37,462.54
M,THANE,32,1832.56
M,NAVELIM,42,771.66
F,KOLHAPUR,35,148.35
F,BANGALORE,39,16131.22
M,BHOPAL,53,3106.16
F,NEW DELHI,37,224243.58
M,AHMEDABAD,49,14862.8
F,NARNAUL,29,32181.95
F,GURGAON,50,294335.82
M,BILASPUR,33,83244.43
M,NEW DELHI,35,763322.66
F,GHAZIABAD,37,11044.52
M,DELHI,62,7086.8
M,CHENNAI,39,101.73
M,MUMBAI,37,60.68
M,LUCKNOW,37,18876.92
M,DELHI,28,59699.22
F,MUMBAI,36,393573.07
F,INDORE,32,15720.04
F,CHANDIGARH,35,41053.57
F,FARIDABAD,35,5703.45
M,GUNTUR,52,95304.36
M,GHATKOPAR WEST MUMBAI,31,8496.02
M,GURGAON,37,34620.71
M,BANGALORE,28,277.25
M,MUMBAI,49,146.31
M,ROAD MAHALAXMI MUMBAI,46,24542.63
M,BANGALORE,41,259867.1
M,CHENNAI,31,10046.55
F,GURGAON,38,17359.9
M,DIGHA THANE MUMBAI,40,0.82
M,NASHIK,76,7727.5
F,NEW DELHI,84,739748.32
M,K V RANGAREDDY,28,5.41
M,KOLKATA,44,43.79
F,PATIALA,41,389.34
F,DELHI,34,144487.53
M,HYDERABAD,32,266.8
F,NEW DELHI,69,218343.17
M,KAITHAL,48,7658.53
M,MUMBAI,54,9509.96
M,CHENNAI,38,8335.74
M,UDAIPUR,71,89190.25
F,MUMBAI,42,120741.14
M,THANE,34,59799.61
F,KODAGU,29,1249.41
M,SRINAGAR,66,182931.61
M,PUNE,57,566075.46
M,GHAZIABAD,34,4845.55
F,MANGALORE,33,85500.83
F,AHMEDNAGAR,40,65.75
F,HYDERABAD,48,411.15
F,BANGALORE,30,265.45
M,VISAKHAPATNAM,38,8914.04
F,AGRA,35,12555.59
M,BHADURGARH,34,3618.65
M,NEW DELHI,40,114647.19
M,BALURGHAT,38,2696.28
M,PUNE,50,20776.48
M,RISHIKESH,28,110952.93
F,PATIALA,42,5162.35
M,ARIYALUR,29,1995.66
M,AMRITSAR,32,35301.81
M,NEW DELHI,35,2346.28
F,INDORE,28,8609.1
F,KOTA,48,47131.46
M,BARDOLI,32,88220.88
M,FARIDABAD,30,48896.15
F,SANTACRUZ E MUMBAI,42,331138.58
M,DELHI,32,103322.19
M,MUMBAI,43,2720.78
F,NEW DELHI,32,12436.8
M,NEW DELHI,33,11199.01
F,NOIDA,34,45235.83
M,SALEM,36,11656.41
M,DELHI,30,30835.29
M,NEW DELHI,36,1761.14
M,JAMMU,30,2315.12
M,BIKANER,31,64652.99
F,MUMBAI,51,182499.2
M,DEHRADUN,27,398.9
F,THANE,35,6791.1
M,PALAKKAD,40,31067.03
F,VADODARA,38,4295.46
M,MUMBAI,59,107344.99
M,UDHAMPUR,38,648.1
M,GURGAON,32,727.77
M,CHENNAI,49,369255.58
M,NASHIK,41,94211.37
M,DELHI,32,17648.68
F,NEW DELHI,32,19406.67
F,BANGALORE,37,173.25
M,DELHI,46,1920251.39
F,MOHALI,43,119.57
F,MUMBAI,41,954.91
F,CHANDIGARH,28,17617.83
M,BANGALORE,39,18961.18
F,BANGALORE,38,37278.26
M,RANGA REDDY,32,168201.23
M,RANCHI,26,18177.46
M,MUMBAI,42,12005.97
F,PARWANOO,35,4749.53
M,BANGALORE,49,15504.27
F,AMBALA CANTT,63,7266.4
M,PUNE,32,288277.92
M,THANE,35,34575.4
M,RANCHI,39,9122.41
M,MUMBAI,40,1361.91
M,KANPUR,51,11109.07
M,MUMBAI,51,104548.75
F,KANPUR,31,6103.8
M,AGRA,34,71248.91
M,CHANANACHERRY,33,9065.91
